1,3.06792040233333333333
2,2.90265675033333333333
3,3.06339128333333333333
4,2.90958470166666666666
5,2.97426403533333333333
6,2.88306204966666666666
7,2.91678812733333333333
8,2.86722889133333333333
9,2.87889209400000000000
10,2.84649143766666666666
11,2.84524728966666666666
12,2.82684709333333333333
13,2.82492473066666666666
14,2.82756534900000000000
15,2.81328492533333333333
16,2.81588171966666666666
17,2.80925725033333333333
18,2.80484078600000000000
19,2.80132492700000000000
20,2.78398829166666666666
21,2.78209668000000000000
22,2.77653759900000000000
23,2.77249144100000000000
24,2.78013185166666666666
25,2.78734462900000000000
26,2.76961725133333333333
27,2.77614976766666666666
28,2.78663018766666666666
29,2.80003673633333333333
30,2.78376787333333333333
31,2.77640679866666666666
32,2.77091110033333333333
