Processes,Size,Algorithm,Latency
44,65536,1,97.34
44,65536,2,91.24
44,65536,3,258.55
44,131072,1,197.82
44,131072,2,162.65
44,131072,3,450.03
44,262144,1,445.38
44,262144,2,303.50
44,262144,3,823.89
44,524288,1,898.04
44,524288,2,567.65
44,524288,3,1576.14
44,1048576,1,1730.88
44,1048576,2,1106.48
44,1048576,3,3360.98
46,2,1,5.59
46,2,2,4.72
46,2,3,12.22
46,4,1,5.21
46,4,2,4.35
46,4,3,16.62
46,8,1,4.88
46,8,2,3.96
46,8,3,10.31
46,16,1,6.12
46,16,2,4.04
46,16,3,9.74
46,32,1,5.50
46,32,2,4.36
46,32,3,10.88
46,64,1,5.40
46,64,2,4.62
46,64,3,12.60
46,128,1,47.72
46,128,2,20.63
46,128,3,61.31
46,256,1,38.41
46,256,2,19.80
46,256,3,56.75
46,512,1,30.74
46,512,2,16.88
46,512,3,46.39
46,1024,1,40.61
46,1024,2,20.17
46,1024,3,61.17
46,2048,1,53.16
46,2048,2,26.73
46,2048,3,80.00
46,4096,1,82.36
46,4096,2,45.02
46,4096,3,132.50
46,8192,1,159.77
46,8192,2,48.62
46,8192,3,139.27
46,16384,1,37.16
46,16384,2,40.19
46,16384,3,120.62
46,32768,1,64.67
46,32768,2,57.45
46,32768,3,172.35
46,65536,1,98.71
46,65536,2,89.53
46,65536,3,270.39
46,131072,1,198.49
46,131072,2,149.07
46,131072,3,469.38
46,262144,1,441.96
46,262144,2,278.46
46,262144,3,861.57
46,524288,1,881.36
46,524288,2,525.74
46,524288,3,1653.40
46,1048576,1,1756.04
46,1048576,2,1060.70
46,1048576,3,3730.62
48,2,1,6.16
48,2,2,4.73
48,2,3,13.25
48,4,1,5.45
48,4,2,4.77
48,4,3,10.64
48,8,1,5.21
48,8,2,4.08
48,8,3,10.32
48,16,1,6.97
48,16,2,4.47
48,16,3,10.01
48,32,1,5.97
48,32,2,4.53
48,32,3,11.20
48,64,1,5.91
48,64,2,5.09
48,64,3,13.14
48,128,1,48.89
48,128,2,21.38
48,128,3,63.26
48,256,1,39.06
48,256,2,20.83
48,256,3,58.16
48,512,1,31.39
48,512,2,17.18
48,512,3,48.46
48,1024,1,41.45
48,1024,2,20.82
48,1024,3,62.69
48,2048,1,54.05
48,2048,2,27.00
48,2048,3,85.26
48,4096,1,84.65
48,4096,2,44.71
48,4096,3,135.91
48,8192,1,116.87
48,8192,2,49.35
48,8192,3,144.29
48,16384,1,35.54
48,16384,2,41.86
48,16384,3,125.26
48,32768,1,66.72
48,32768,2,57.91
48,32768,3,178.13
48,65536,1,103.36
48,65536,2,89.57
48,65536,3,281.07
48,131072,1,243.73
48,131072,2,154.18
48,131072,3,488.84
48,262144,1,478.22
48,262144,2,286.40
48,262144,3,895.71
48,524288,1,994.32
48,524288,2,545.61
48,524288,3,1719.08
48,1048576,1,1909.45
48,1048576,2,1082.26
48,1048576,3,3553.44
