Processes,Size,Algorithm,Latency
44,524288,3,15.52
44,1048576,1,7.93
44,1048576,2,130.39
44,1048576,3,14.99
46,2,1,8.52
46,2,2,137.83
46,2,3,13.62
46,4,1,8.12
46,4,2,138.56
46,4,3,14.24
46,8,1,8.35
46,8,2,138.24
46,8,3,17.17
46,16,1,8.60
46,16,2,137.26
46,16,3,14.98
46,32,1,8.55
46,32,2,138.32
46,32,3,12.59
46,64,1,8.49
46,64,2,137.74
46,64,3,14.14
46,128,1,8.61
46,128,2,138.40
46,128,3,13.67
46,256,1,7.98
46,256,2,137.67
46,256,3,13.91
46,512,1,8.38
46,512,2,137.07
46,512,3,17.41
46,1024,1,8.38
46,1024,2,138.76
46,1024,3,18.67
46,2048,1,8.24
46,2048,2,136.75
46,2048,3,15.27
46,4096,1,8.17
46,4096,2,137.49
46,4096,3,15.35
46,8192,1,8.52
46,8192,2,139.72
46,8192,3,16.53
46,16384,1,8.27
46,16384,2,136.54
46,16384,3,15.63
46,32768,1,8.69
46,32768,2,136.07
46,32768,3,14.43
46,65536,1,8.21
46,65536,2,136.78
46,65536,3,15.23
46,131072,1,8.02
46,131072,2,138.39
46,131072,3,14.86
46,262144,1,8.43
46,262144,2,136.89
46,262144,3,17.23
46,524288,1,8.19
46,524288,2,136.09
46,524288,3,15.26
46,1048576,1,7.96
46,1048576,2,136.33
46,1048576,3,16.35
48,2,1,8.71
48,2,2,139.55
48,2,3,13.57
48,4,1,9.96
48,4,2,143.36
48,4,3,13.44
48,8,1,8.78
48,8,2,142.95
48,8,3,13.28
48,16,1,8.49
48,16,2,141.08
48,16,3,15.51
48,32,1,9.65
48,32,2,141.73
48,32,3,14.38
48,64,1,8.20
48,64,2,143.67
48,64,3,14.29
48,128,1,8.46
48,128,2,144.39
48,128,3,13.78
48,256,1,8.98
48,256,2,143.22
48,256,3,16.32
48,512,1,8.71
48,512,2,142.94
48,512,3,15.63
48,1024,1,9.14
48,1024,2,145.57
48,1024,3,16.98
48,2048,1,9.54
48,2048,2,141.77
48,2048,3,15.37
48,4096,1,8.68
48,4096,2,142.45
48,4096,3,16.67
48,8192,1,8.38
48,8192,2,142.23
48,8192,3,14.49
48,16384,1,8.62
48,16384,2,140.05
48,16384,3,18.47
48,32768,1,8.42
48,32768,2,142.48
48,32768,3,17.34
48,65536,1,8.68
48,65536,2,142.34
48,65536,3,16.47
48,131072,1,9.09
48,131072,2,141.32
48,131072,3,15.80
48,262144,1,8.61
48,262144,2,142.78
48,262144,3,16.61
48,524288,1,9.74
48,524288,2,142.36
48,524288,3,16.09
48,1048576,1,8.92
48,1048576,2,141.51
48,1048576,3,14.17
